Componenta_1,Componenta_2,Componenta_3,Componenta_4,Componenta_5,Componenta_6,Componenta_7
-3.173756619612687,0.8385659292146924,0.1545995481208268,0.4434141603954347,0.28246458046828476,0.04982361950773324,-0.0012920819977957116
2.134458706405038,-0.7736535988544064,0.2993718905805282,0.09782740588962925,0.10033380516654947,-0.09737847238741618,-0.011118484971597314
0.6603211109288917,0.7386987194874373,0.41119916675702395,0.07256280440464165,0.28137406635265116,-0.08162878502668795,-0.0009967627560900204
-4.476302377467626,0.6624126602131758,0.010990302361043211,0.43355144934314155,0.5235781781730366,0.3178889143954208,-0.007715298034726218
0.5089415943128514,-0.13777988717702108,-0.48686430247837026,-0.180903700986176,0.5017071489535669,0.11316548274262722,0.002142646697911464
1.367958117137184,0.07167415388153889,0.058539479564617906,0.09723213776794357,-0.0725000973252577,0.12475736906292534,0.004133210003843578
2.6052204223769215,0.8642204063194737,0.5124361862708028,-0.023994822148393543,0.10196596186081125,0.009632941567214524,-8.90862652434257e-05
2.674350865193682,0.10440005958298412,0.3818705839799323,-0.12583797494658075,0.07361436585398065,0.0075022340090887644,0.005158812310687823
1.067988326085141,-0.1995991378513137,-0.30749958776482317,-0.3266846904247009,-0.36723381684354317,-0.14450640935628123,0.006670304941084402
1.5444164258410729,0.7933991289127871,-0.10839876540400721,-0.12868956440254453,-0.11902186172632455,-0.263787470686006,-0.007169988164902748
0.11830053775343298,-0.2798368922008947,0.00577847832598471,-0.39386822960572754,0.3777908230906647,-0.11091744158667928,-0.009821334886001322
1.4160286330807415,-0.58642832849657,-0.23333937417876627,-0.11713229515046936,-0.003776333817245683,0.01908382892910538,0.015783620283267602
2.167249754053216,-0.30519074376735783,0.3360418735083701,-0.06093458957073037,0.2580598782053675,-0.18278499028060288,0.004861933203767645
2.5130608020396616,0.12085319224232481,0.40481284351335467,0.05590693589004505,0.021246793805183635,-0.006606987194140142,0.0030733088561762786
0.017181020203770422,-0.3200426257011341,-0.25974628069292127,-0.43576786050863214,0.2724233058505157,-0.37386461723598463,0.005081688140588724
-0.44165949886124534,-0.018459880702714846,-0.006728816981440667,-0.05962541082553856,0.09611893933795557,0.0590659968405936,-0.005363771741472302
2.3459851930362734,-1.639143926368002,0.2029674461794912,0.10416149749209822,0.053934401607211864,-0.18834568692935633,0.0015271021767545069
-1.0292059016611699,-0.5241268877741377,-0.7743894201758409,0.006016148565687154,0.04804085361094248,-0.0549071348991659,0.008834802974386902
1.3071240438103704,-0.21769712204926786,-0.18833643816996942,-0.22322508680572833,0.057739982385688525,0.15472814783623284,-0.002748318916408319
0.7786973228197709,0.7565689807876724,-0.362078731097504,-0.004312700207373028,-0.09183826733711094,-0.007584476260034343,-0.006908795069027388
-0.3034758026633169,1.1269128320199902,0.018493977825718072,0.7974986681006069,-0.2719938731332408,-0.08175554240207791,-0.008864545271890973
1.4276303457663917,0.212375238716273,-0.17010873992559067,-0.10221434769876692,-0.11078367010696931,-0.2710750267858179,0.0009698180953954457
1.7937451641517297,-1.1859432216754502,-0.1627281733440687,-0.001745875039628868,-0.10413089977618557,-0.012361720779460345,-0.005813733021648509
-0.9280144817637654,-0.9884865940860074,-0.6378181678969024,-0.4573426869520304,0.3800833267891827,0.12248110283600004,0.0037104964567724187
-4.166843373745116,0.48473746162749093,0.8648989470931318,0.13442366167289865,-0.6654460518735409,0.031351004740491406,0.0016108084353580996
1.4727258746351206,-0.8977531476617692,-0.5318793167820215,-0.05243215865556275,-0.49319185801617704,0.27945881398751377,0.005344700904757466
-0.4906716152441384,-0.12784841438959482,-0.42345424650403574,-0.22434239019398597,0.008170263338332652,-0.09759760308795731,0.012403201445586641
-4.338838552084447,-0.13296851071656718,0.1493480903350177,-0.26716793655144105,0.15838153500284372,-0.005654103579418794,0.0009930294300305063
2.6519063322687004,0.4722001241207054,0.46568929906165374,-0.11733435192004746,0.14944231570256172,-0.01669613009089533,0.0032632225320745594
0.5464758912684676,-0.07466268017251576,-0.41982090279832973,0.06145488471755038,0.0046893422563771174,0.12242902269965418,0.012035214278359612
-5.8973578911604445,-2.224539330255443,0.6587440926943782,-0.4798818790977127,0.2016719662789872,-0.0320458820374761,-0.003885270703177015
1.5943504100876873,-0.17750693162918754,0.03702487379183432,0.16412191797012537,-0.13126259520792777,0.08500637618593274,0.0008333869618597574
-6.04680383258811,0.04884810907537605,0.7574373836743789,-0.1832100997950894,-0.029443286858729687,0.0955293563818956,-0.001554156148573119
2.1540776234918346,0.28344086524420997,0.2718392723358416,-0.045788396413146214,0.040696697245491395,0.07639391459074919,0.006879740371318608
1.6118366668841984,-0.3463970665938281,-0.10424957855940208,-0.18461889525518693,0.06295190893436248,-0.11342364024566659,-0.010239498148234803
1.4740052829171482,0.0020275971004275494,0.086446124444287,-0.16192414754085163,0.07668421616066962,0.06637472239758231,0.0014917366949991704
-2.5916386578278905,0.1912821517679587,-0.029292097135362412,0.24754759608575239,0.41389069969732667,0.023806056627237775,-0.0005280377814717821
-2.700916696961031,0.2389535935228929,0.12369848590261792,0.09685771297900814,-0.43163113877191084,-0.18538714008312,0.006915989255868195
-4.768205265567414,0.560546195842179,0.8625309513005089,0.32468363310424153,0.07897497866283297,0.11823835789436242,-0.0007240622694228582
2.0853559430923547,0.3519166252539786,0.27643609297239524,-0.08239848154597426,0.12351167468378005,0.03277471795420057,-0.0035484293005951057
